@relation cana_raizen

@attribute feature1 numeric

@data
0.5356,0.406
0.3819,0.4646
0.5007,0.3627
0.4705,0.463
0.5025,0.3845
0.4626,0.2988
0.4439,0.3714
0.4553,0.2101
0.5479,0.2534
0.5237,0.594
0.4972,0.6844
0.5505,0.6935
0.5269,0.7042
0.6056,0.5386
0.5327,0.6391
0.5379,0.6065
0.4875,0.4829
0.4895,0.6964
0.4513,0.7659
0.399,0.753
0.517,0.5843
0.6189,0.3976
0.5633,0.6195
0.5513,0.6656
0.504,0.6597
0.4832,0.5995
0.4595,0.6083
0.4208,0.6828
0.4793,0.631
0.4917,0.6725
0.5434,0.5962
0.4862,0.4956
0.3876,0.6126
0.3859,0.581
0.5966,0.6195
0.6004,0.6462
0.5161,0.6432
0.3218,0.6076
0.3979,0.6473
0.4183,0.683
0.4647,0.4814
0.4407,0.4343
0.4128,0.4936
0.5093,0.3757
0.4452,0.4917
0.5804,0.3587
0.5694,0.2468
0.4589,0.3644
0.4376,0.3219
0.4299,0.3541
0.5082,0.5708
0.5136,0.6952
0.3537,0.9676
0.5545,0.6206
0.5772,0.5851
0.5304,0.5771
0.5844,0.5938
0.5276,0.6789
0.5071,0.6922
0.4882,0.7674
0.3697,0.8645
0.486,0.5287
0.6214,0.4607
0.6063,0.5676
0.6479,0.5184
0.463,0.6579
0.4351,0.638
0.4842,0.6046
0.5301,0.4896
0.5074,0.678
0.5048,0.7001
0.6404,0.5546
0.3847,0.5508
0.3361,0.6531
0.5191,0.3884
0.5344,0.5876
0.5423,0.6407
0.3635,0.6935
0.33,0.7283
0.4205,0.6754
0.3822,0.488
0.4551,0.396
0.4706,0.418
0.5373,0.4587
0.4602,0.496
0.6228,0.417
0.9041,0.2113
0.3986,0.4702
0.4575,0.4761
0.5546,0.4398
0.4341,0.6042
0.5008,0.546
0.556,0.5347
0.6009,0.6303
0.5476,0.6681
0.5816,0.6109
0.5163,0.7123
0.4894,0.7431
0.5189,0.6438
0.561,0.6579
0.5268,0.6023
0.5026,0.7645
0.4849,0.5181
0.553,0.6071
0.5166,0.6647
0.5895,0.4651
0.4939,0.6925
0.4315,0.7011
0.453,0.6124
0.519,0.5705
0.4267,0.6648
0.5161,0.6765
0.4834,0.6751
0.3859,0.6768
0.3643,0.6278
0.5252,0.6111
0.4028,0.8059
0.4408,0.6733
0.3876,0.6104
0.472,0.5898
0.4016,0.4265
0.3947,0.5209
0.4112,0.4687
0.4723,0.4876
0.4351,0.4988
0.6149,0.4076
0.8419,0.3265
0.3972,0.3597
0.3496,0.4865
0.4369,0.4704
0.6066,0.3529
0.3675,0.6694
0.4499,0.505
0.5796,0.4965
0.5035,0.6687
0.4685,0.7478
0.4774,0.5674
0.549,0.6283
0.6534,0.6198
0.5306,0.6716
0.4996,0.6329
0.5396,0.6456
0.4744,0.8151
0.3692,0.819
0.5385,0.548
0.5372,0.6508
0.5394,0.7123
0.5378,0.6828
0.4853,0.7261
0.4682,0.7034
0.5202,0.6373
0.4557,0.7834
0.5575,0.6935
0.4109,0.6375
0.3223,0.5831
0.3807,0.5091
0.4541,0.7374
0.4011,0.764
0.2808,0.6249
0.423,0.7157
0.4026,0.4962
0.4242,0.4561
0.3968,0.4549
0.3809,0.5034
0.4017,0.5778
0.4504,0.5783
0.4783,0.5302
0.4485,0.5612
0.3419,0.4756
0.4341,0.5015
0.5224,0.3819
0.4835,0.4595
0.4692,0.5218
0.445,0.5563
0.5279,0.4452
0.5243,0.6293
0.4103,0.6269
0.4958,0.6533
0.6104,0.6051
0.6093,0.6252
0.6366,0.5789
0.5677,0.6465
0.5339,0.6957
0.512,0.8221
0.4995,0.6816
0.5378,0.6385
0.4996,0.5547
0.5013,0.5791
0.5123,0.6028
0.3862,0.7009
0.5201,0.6179
0.4043,0.7368
0.5011,0.5971
0.4572,0.709
0.3967,0.6663
0.3014,0.6976
0.4361,0.405
0.4242,0.7636
0.352,0.657
0.3595,0.5991
0.6035,0.2767
0.5818,0.2633
0.4077,0.5142
0.4573,0.4235
0.3508,0.5594
0.4436,0.5327
0.4735,0.5407
0.4708,0.4916
0.543,0.4166
0.5483,0.4654
0.557,0.3649
0.5074,0.3966
0.5082,0.4199
0.4276,0.599
0.4292,0.5481
0.5235,0.334
0.5367,0.7039
0.5391,0.7329
0.4769,0.7027
0.5742,0.6486
0.5847,0.6547
0.5929,0.6537
0.5196,0.6959
0.5686,0.641
0.5797,0.7206
0.5303,0.6491
0.6376,0.5005
0.4565,0.5841
0.4669,0.6162
0.4353,0.6378
0.4301,0.7703
0.4712,0.732
0.4988,0.7386
0.4412,0.7217
0.403,0.6698
0.3839,0.5646
0.3671,0.4668
0.4707,0.6664
0.3635,0.7237
0.3852,0.573
0.4795,0.4574
0.5206,0.4418
0.5946,0.3447
0.3996,0.531
0.4733,0.4758
0.4463,0.4914
0.3902,0.555
0.4688,0.5335
0.4636,0.3958
0.4115,0.5528
0.5581,0.4034
0.5996,0.2676
0.577,0.4144
0.4307,0.5241
0.5302,0.4396
0.4754,0.4623
0.5306,0.2657
0.5408,0.6126
0.5134,0.7089
0.4938,0.7043
0.5525,0.6488
0.6347,0.5877
0.6189,0.6973
0.5518,0.6562
0.5559,0.6091
0.4305,0.7075
0.5418,0.573
0.5691,0.6176
0.4419,0.6734
0.4897,0.6139
0.391,0.7456
0.509,0.6627
0.5181,0.6849
0.4819,0.5737
0.4951,0.5967
0.3763,0.6598
0.2523,0.473
0.2997,0.4638
0.3796,0.8649
0.3714,0.6483
0.5457,0.4037
0.4767,0.4628
0.5095,0.4136
0.5365,0.3668
0.4916,0.4898
0.4507,0.495
0.4331,0.4621
0.3454,0.5082
0.643,0.295
0.5376,0.2812
0.4802,0.3893
0.5049,0.3878
0.5282,0.3665
0.5137,0.4315
0.4438,0.4713
0.4762,0.4868
0.4594,0.4726
0.52,0.3458
0.5589,0.5712
0.4465,0.7694
0.5455,0.6836
0.5173,0.6721
0.552,0.6585
0.6374,0.597
0.511,0.6334
0.5604,0.5775
0.5599,0.6192
0.524,0.6306
0.5021,0.6064
0.4611,0.6038
0.495,0.5221
0.4744,0.7431
0.3812,0.8408
0.4278,0.8498
0.5535,0.6134
0.3696,0.6297
0.2955,0.6617
0.2399,0.4994
0.3126,0.8348
0.3857,0.7004
0.4275,0.443
0.4782,0.3756
0.4845,0.4002
