-16.394246,-0.152009,-2.682092,-0.688034,0.269307,1.107860,-0.360704,-0.539562,1
-19.263165,0.493046,0.006079,-1.496687,-0.336525,-1.498138,-0.484421,0.731290,1
-19.319148,0.189032,-1.640676,-1.868775,-0.304858,-0.526391,-0.434021,-0.254130,1
-19.855508,0.690365,0.230312,-2.510051,-1.852973,-1.267048,0.087229,-0.716645,1
-18.482686,0.466860,-1.997154,-0.186907,-0.721187,0.677216,0.656317,2.991289,1
-13.094088,0.032335,-3.310578,-0.029632,0.928659,2.286569,-1.011506,-0.342126,1
-18.557350,0.600433,1.384003,-2.200947,-1.049460,-2.188118,-0.081644,-0.583182,1
-17.279128,0.679653,-2.747839,-0.799432,-1.252884,2.344626,0.263659,-0.108678,1
-17.489512,-0.527602,-3.198874,0.010627,-0.141416,2.616437,0.549604,0.150878,1
-19.307095,-0.025208,-0.770163,-1.734599,0.688683,-0.843640,-1.680090,-0.191482,1
-17.223193,-0.373308,1.736291,-2.036813,0.492119,-2.581790,-1.688021,-1.924454,1
-18.419921,0.451280,0.492606,-1.373149,1.700824,-1.925255,-2.300783,-1.539650,1
-19.521870,0.674341,0.269217,-2.413052,-1.789509,-1.181829,0.161105,-0.711479,1
-18.824813,0.681878,1.626692,-2.112347,-0.969769,-2.364561,-0.058087,-0.226261,1
-17.704407,0.115877,-3.555586,-0.793199,-0.547927,1.866241,-0.152774,0.140062,1
-20.363011,0.732311,1.175163,-2.333639,-1.099299,-2.483784,-0.211092,-0.013286,1
-18.053305,1.071111,-1.727950,-0.214789,0.231740,0.620093,-0.596934,2.920563,1
-15.019347,0.165567,-0.930218,0.896790,0.476829,0.866697,0.687105,2.317506,1
-19.819990,0.404558,-0.885436,-1.708460,-0.284979,-1.050721,-0.662067,0.595724,1
-17.567824,0.336445,-2.455695,-1.354862,-0.711698,0.835131,-0.180516,-0.596578,1
-18.892849,-0.354591,-1.069091,-1.743383,0.908917,-0.995337,-1.791284,-1.089858,1
-18.467157,-0.030863,-2.338726,-1.443064,0.006372,0.541209,-0.796546,-0.676312,1
-20.046429,0.639639,0.513323,-1.832870,-0.711582,-1.948810,-0.121298,0.555208,1
-12.622416,-0.832434,0.741249,-0.955766,1.487426,-1.648274,-1.728439,-1.825347,1
-12.771354,-2.525740,-1.717175,1.596335,1.098255,2.477288,1.997654,-0.057122,1
-16.708640,0.851583,-1.499247,0.023132,0.414163,0.325322,-0.578542,3.185024,1
-14.439418,-0.392863,1.261398,0.153525,1.524353,-1.164304,-0.520573,1.323228,1
-19.771919,0.677387,0.305622,-2.058466,-1.285421,-1.357353,-0.333797,0.115596,1
-14.537425,-0.091858,-0.394852,-1.330273,0.582461,-0.579342,-1.573503,-1.494695,1
-17.923251,0.965819,-1.838975,0.025056,0.197417,0.886055,-0.000716,2.427587,1
-14.726684,0.687048,-1.814409,0.791587,1.404499,1.389824,-0.119895,1.384608,1
-18.997623,0.263617,-0.963907,-2.009083,-0.401662,-0.884513,-0.512084,-0.170547,1
-18.319474,0.475759,-3.226535,-0.695553,-0.235939,1.650200,-0.306995,1.256391,1
-17.545834,0.681000,-1.929731,-1.504517,-2.088984,1.292189,0.382018,-0.773974,1
-19.313998,0.494682,-0.004193,-1.508906,-0.333106,-1.498461,-0.504539,0.753318,1
-19.113569,0.604418,1.067667,-2.362399,-1.263360,-2.000599,-0.093876,-0.646606,1
-19.840957,0.373820,0.220609,-1.590393,-0.158855,-1.685419,-0.839001,0.913977,1
-16.540994,-0.072265,-3.199039,-0.388271,-0.737433,2.275787,0.396766,-0.062190,1
-15.510486,0.035889,-3.589648,-1.082432,0.626484,1.370345,-1.248586,-0.725240,1
-20.458012,0.805693,0.487213,-2.021960,-1.151724,-1.776329,-0.109715,0.510400,1
-16.964331,2.028830,-1.475700,-1.399509,-2.792175,2.415676,0.193588,-0.650826,1
-19.058438,0.594711,-1.209742,-1.757908,-1.270191,0.084781,0.213426,0.169000,1
-19.867287,0.139444,-0.660224,-2.062096,-0.381846,-1.264125,-0.856871,-0.298570,1
-17.207800,0.731841,-2.689207,-0.822604,-1.346187,2.452283,0.227012,-0.221682,1
-17.757342,0.504304,1.722216,-1.749269,-0.796115,-2.241739,0.200980,0.282007,1
-16.993275,0.290841,-3.597240,-1.041588,0.065864,1.648322,-0.910521,-0.519842,1
-17.416464,0.321928,-2.958004,-0.662161,0.024460,1.264716,-0.239346,0.916991,1
-16.781888,-0.207026,-3.669303,-0.556921,-0.263558,2.078824,-0.143625,-0.008419,1
-20.438821,0.232442,-0.478281,-1.900109,-0.018369,-1.430757,-1.189345,0.656869,1
-17.720399,0.162401,0.587700,-2.464416,-1.324489,-1.664969,0.105394,-1.917365,1
-17.087720,-0.894825,1.701537,-2.137131,1.139611,-2.911475,-2.238175,-1.809618,1
-14.835646,-2.446588,-1.725090,1.167718,1.154477,2.695383,1.874829,-0.198321,1
-18.359858,0.489436,-1.918822,-0.230217,-0.783099,0.581916,0.731414,2.927173,1
-19.012921,0.479082,-2.092596,-1.337234,-0.727496,0.742823,-0.286967,0.504631,1
-19.592854,0.887429,-0.577762,-1.613566,-1.377842,-0.333706,0.388334,1.057609,1
-16.049552,-0.852878,-2.444610,0.899641,0.863880,2.439258,0.962735,0.757335,1
-15.149401,0.591133,-0.963218,0.607505,1.221085,0.421277,-0.450451,2.695896,1
-16.854736,-0.118135,-3.808147,-0.469794,0.676772,1.726257,-0.670210,-0.397915,1
-17.665502,0.185985,-3.580275,-0.859847,-0.438701,1.905382,-0.283844,-0.277597,1
-18.409487,0.212849,-2.993072,-1.140873,-0.600452,1.078508,-0.184864,-0.166408,1
